source,device_id,date,feature,value_today,median,robust_sigma,z,vote,direction,strength
watchguard,801404C53C7FC,2025-10-20,bytes_per_event,1635.699053313403,1995.1973099776192,1670.8495964180286,-0.21515895711673233,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-20,unique_src_ip,566.0,719.0,80.24462564862861,-1.9066697459584296,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-20,unique_dst_ip,1788.0,1957.5,1238.5100074128984,-0.13685799790513242,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-20,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_server-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_server-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_timeout_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_timeout_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_passthrough_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,action_passthrough_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,unique_proto,4.0,4.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,unique_service,1.0,1.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,unique_policy,22.0,20.0,2.965159377316531,0.6745,0,UP,OK
watchguard,801404C53C7FC,2025-10-20,unique_user,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-21,events_raw,186572.0,345386.0,128017.7909562639,-1.240561947005142,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-21,events_after_day_filter,176189.0,318160.0,118661.97183098592,-1.196432166172107,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-21,total_events,9599.0,18658.5,17904.002965159376,-0.5060041610599317,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-21,bytes_total,5940805.0,37323150.0,51684464.23276501,-0.6071910672937841,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-21,bytes_per_event,618.8983227419523,1995.1973099776192,1538.117513878374,-0.894794432036158,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-21,unique_src_ip,329.0,711.0,82.28317272053373,-4.642504504504505,2,DOWN,STRONG
watchguard,801404C53C7FC,2025-10-21,unique_dst_ip,1410.0,1949.0,1227.2053372868793,-0.43920930232558136,0,DOWN,OK
watchguard,801404C53C7FC,2025-10-21,action_accept_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-21,action_accept_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-21,action_deny_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-21,action_deny_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-21,action_client-rst_count,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
watchguard,801404C53C7FC,2025-10-21,action_client-rst_rate,0.0,0.0,7.412898443291327e-13,0.0,0,UP,OK
